,question,category,answer,choices/0,choices/1,choices/2,choices/3
226,What was the name of Ted Dansons character in Cheers?,general,Sam,Dan,Sam,Dom,Joe
227,Which of these is a character featured in the movie Ghostbusters?,general,Ray,Van,Tom,Ray,Joe
228,What is the first name of the actress who married David Duchovny in 1997?,general,Tea,Lea,Bea,Mia,Tea
229,Who was the long-suffering character from the Bibles Old Testament?,general,Job,Zeb,Job,Set,Uri
230,Ava and Mia were two of the wives of which famous persons?,general,Frank Sinatra,Henry VIII,Artie Shaw,Frank Sinatra,Louis XIV
231,"What is the name of the cartoon cat that terrorizes the mouse, Jerry?",general,Tom,Gat,Tom,Cat,Gus
232,What was the name of the bartender character created and played by Jackie Gleason?,general,Joe,Joe,Tom,Sam,Gus
233,What is the first name of the actress who played the main character on Maude?,general,Bea,Amy,Bea,Liz,Pat
234,This word is used to denote a group of cobras.,general,Quiver,Sedge,Knot,Quiver,Bale
235,"What is the main symptom of the uncommon blood disorder, known as methemoglobinemia?",general,Bluish complexion of the skin,10% greater blood volume than normal,Bluish complexion of the skin,Abnormally enlarged lungs,Faster breathing because of lack of haemoglobin
236,"Turtles employ numerous survival techniques,  Which one is not among these natural devices for survival?",general,"Their shells, impervious to attacks by any animals other than humans",Their ability to breathe out of their mouth and out of their anus,"Their shells, impervious to attacks by any animals other than humans",Their ability to live both on land and in the water,Their incredible orientation skills - they get back to lay eggs where they were born
237,Which anatomical term defines the midline groove connecting the upper lip to the nose?,general,Philtrum,Tachyon,Edaphadium,Serein,Philtrum
238,"What is the name of the historic attack on Normandy on June 6, 1944, which was part of World War II military operations of the Allied Powers against Nazi Germany?",general,Operation Neptune,Operation Overlord,Operation  Belgrani,Operation Barbarosa,Operation Neptune
239,"Bobby Leach, a circus stuntman from Cornwell, England, famous for surviving a barrel ride over the Niagara Falls, died in what way?",general,He slipped on a orange peel and died.,He was one of the first casualties of WWI.,He slipped on a orange peel and died.,He died during an attempt to swim the English Channel.,In 1912 he was aboard the Titanic and drowned.
240,"Suppose Mr. Jones works with ANOVA, regression lines, the sign-test, and the Gaussian distribution. What field of mathematics does Mr. Jones work in?",general,Statistics,Algebra,Statistics,Geometry,Calculus
241,Which of these actions has remained in history as the first official act of President Abraham Lincolns new administration?,general,Hiring a secretary named Nicolay,Hiring a secretary named Kennedy,Hiring a secretary named Nicolay,Giving Winfield Scott command of the US Army,Abolishing slavery
242,A mixture of water and honey can be used for what unconventional purpose?,general,Antifreeze for cars,Antifreeze for cars,A treatment for throat infections,A means of greasing a muffin pan,Silver cleaner
243,"What device was invented in the early 1910s by American race-car driver, Ray Harroun?",general,The rear view mirror,The internal combustion engine,The brake,The rear view mirror,The tire iron
244,"According to Islamic beliefs, the Devil was created out of what?",general,Smokeless fire,Unbreakable rocks,Smokeless fire,Clay,Polluted soil
245,The first novel of this Nobel Prize-winning author was called Lord of the Flies. The title is a literal English translation of one of the alternate names of the Devil -- Beelzebub.,general,William Golding,William Golding,J. R. R. Tolkien,Peter Sinfield,Steven Brust
246,This man established The Church of Satan. It is an organization that promotes an interesting form of Satanism - everyone views himself as his or her own god and is therefore responsible for his or her own destiny.,general,Anton Szandor LaVey,Ambrose Bierce,Marquis De Sade,Friedrich Nietzsche,Anton Szandor LaVey
247,"In the 1997 movie Devils Advocate, Keanu Reeves character, Kevin Lomax, starts work in John Miltons huge law firm. Which one of these actors played Milton?",general,Al Pacino,Jeffrey Jones,Al Pacino,Val Kilmer,Robert De Niro
248,"Not surprisingly, the Devil is a major Arcana Tarot card. The image on the card depicts a Satyr standing over two naked human-like demons, who are chained together. What is the interpretation of this Tarot card?",general,Self bondage,Death,Self bondage,Marriage,Bad luck
249,"In this fifth novel in Anne Rices The Vampire Chronicles, Lestat is offered a job by the devil himself. The Devil explains to him many things about heaven and hell, and reveals some of the secrets of the world. What is the title of the novel?",general,Memnoch the Devil,Tale of the Body Thief,Inferno,Memnoch the Devil,Devils
250,"Sympathy for the Devil is a song, originally released by this British rock band.",general,The Rolling Stones,Black Sabbath,The Rolling Stones,Queen,Sex Pistols
252,What animal is responsible for the most human deaths in the world?,general,Mosquito,Great White Shark,Mosquito,Pitbull,Wasp
253,What book is said to be the most shoplifted?,general,The Bible,The Bible,Websters Dictionary,Thesaurus of English Words  Phrases,National Geographic Atlas of the World
254,What company is generally regarded as the largest toy distributor in the world?,general,McDonalds,Mattel,Barbie,Fisher Price,McDonalds
255,What percent of movies released in theaters in 1985 were R-rated?,general,81%,81%,45%,90%,95%
259,What is the maximum distance between Mars and the Sun?,general,"249,000,000","249,000,000","500,000,000","275,000,000","327,000,000"
260,"Which royal abode has had visitations from the ghosts of Thomas Becket, Anne Boleyn, King Henry VIII and Lady Jane Grey amongst many others (including a bear)?",general,The Tower of London,Windsor Castle,Sandringham,The Tower of London,Buckingham Palace
261,"In Native American beliefs, humans could be transformed into a dangerous cannibalistic spirits if they ate human flesh. What is the name given to these creatures?",general,Wendigo,Wendigo,Banshee,Shaman,Boggart
262,"Once occupied by the Romans and then later the Vikings, which Yorkshire city is said to be the most haunted in Europe if not the world?",general,York,Kingston upon Hull,Ripon,Leeds,York
264,Which famous hoax of the early twentieth century fooled many including Sir Arthur Conan Doyle?,general,The Cottingley Fairies.,Will-o-the-Wisp,The Amherst haunting.,The Cottingley Fairies.,The Cock Lane ghost.
266,Which one of the following is not said to be haunted by the ghost of Abraham Lincoln?,general,The Lincoln Memorial.,Fords Theatre.,The Lincoln Memorial.,The White House.,"The family home in Springfield, Illinois."
267,This seemingly lifelike substance is allegedly extruded from the bodies of mediums. It can be vaporous or solid and is said to smell of ozone. What is it?,general,Ectoplasm,Plasma,Endoplasm,Cytoplasm,Ectoplasm
268,Which two famous ghosts supposedly haunt the Hollywood Roosevelt Hotel?,general,Marilyn Monroe and Montgomery Clift.,Douglas Fairbanks and Mary Pickford.,Marilyn Monroe and Montgomery Clift.,Frank Sinatra and Ava Gardner.,Laurel and Hardy.
269,Which one of the following is not a Japanese ghost or spirit?,general,ekimmu,zashiki-warashi,ekimmu,mujina,ubume
270,What make of pistol did actor and Southern sympathizer John Wilkes Booth use to kill President Lincoln?,general,Derringer,Derringer,Smith and Wesson,Winchester,Colt
271,"In astronomy, what is a syzygy?",general,An alignment of 3 celestial bodies,An alignment of 3 celestial bodies,A shooting star,A comet,An eclipse
272,Which of these celebrities was named after the Biblical character who was Namomis daughter-in-law?,general,Oprah Winfrey,Moonunit Zappa,Uma Thurman,Oprah Winfrey,Penelope Cruz
273,Which of these statements is true about the way Michelangelo drew the snake in the Sistine Chapel?,general,The snake is a woman,The snake is walking,The snake appears to be speaking,The snake is a woman,The snake has no fangs
274,What is the longest river in Asia  Minor?,general,Euphrates,Tigris,Ganges,Euphrates,Mekong
275,The  protest march from Philadelphia to Teddy Roosevelts home in 1903 was called this.,general,The March of the Mill Children,The March of the Mill Children,The March of the Veterans,The March of the Unemployed,The March of the Suffrajets
276,Which was the first jazz single to sell one million copies?,general,Chattanooga Choo-Choo,Laura,Take the A Train,In the Mood,Chattanooga Choo-Choo
277,Which of the following people was a big fan of bowling?,general,Luther,Luther,Mozart,Cromwell,Napolen
278,Which famous actor was Arthur Millers son-in-law?,general,Daniel  Day-Lewis,Daniel  Day-Lewis,Anthony Hopkins,Kirk Douglas,William Shatner
279,"This United States Army lieutenant general was in command of the American army at the beginning of the American Civil War. He developed the Union strategy popular as the Anaconda Plan, that would be used to defeat the Confederacy.",general,Winfield Scott,U.S. Grant,Joseph Longstreet,Robert E. Lee,Winfield Scott
280,"This song, composed by George Harrison, one of the members of the Beatles, caused a plagiarism trial.",general,My Sweet Lord,Michelle,My Sweet Lord,Woman,Love Me Do
281,"The name of this company, founded by Fusajiro Yamauchi in 1889, roughly translates as leave luck to heaven.",general,Nintendo,Toshiba,Subaru,Nokia,Nintendo
282,"It is generally accepted that this term, whose usage was reported by Newsweek in 1951, first appeared in Dr. Seusss book If I Ran the Zoo, where it names one of the comical, imaginary animals.",general,Nerd,Nerd,Yahoo,Bluetooth,Spam
283,"This country was formerly known as the Republic of Upper Volta. On August 4, 1984, President Thomas Sankara gave it a new name which means the land of upright people.",general,Burkina Faso,Burundi,Kyrgyzstan,Burkina Faso,Djibouti
