,question,category,answer,choices/0,choices/1,choices/2,choices/3
181,In 1980 US pop music duo Captain  Tennille reached #1 charts with what song?,music,Do That To Me One More Time,Im Your Captain,Muscrat Love,Love Will Keep Us Together,Do That To Me One More Time
182,Which song by Whitesnake was a # 1 song in 1987?,music,Here I Go Again,Here I Go Again,Down Under,Every Rose Has Its Thorn,Is This Love
183,Which song by Queen from their album The Game reached #1 on the U.S. Billboard Hot 100 in 1980?,music,Another One Bites the Dust,Fat Bottomed Girls,Bohemian Rhapsody,Another One Bites the Dust,We Are The Champions
184,Which Van Halen song reached #1 in 1984 and was listed among the top 500 most influential songs in the Rock and Roll Hall of Fame?,music,Jump,Ill Wait,Panama,Jump,Hot for Teacher
185,What 1985 hit song by Starship was awarded in 2004 The #1 Most Awesomely Bad Song Ever by Blender magazine?,music,We Built This City,White Rabbitt,Tell Me Lies,Nick Of  Time,We Built This City
186,Which of these songs by Diana Ross became her fifth number-one single in 1980?,music,Upside Down,Mahogany ( Do You Know Where Your Going To),Im Coming Out,Upside Down,Muscles
187,"In 1987, this song by Madonna was a #4 hit and became the fifth US top-five hit from her album True Blue.",music,La Isla Bonita,Borderline,True Blue,Holiday,La Isla Bonita
188,What Guns N Roses song that reached #7 on the charts in 1988 was used as a soundtrack of Clint Eastwoods 1988 film The Dead Pool?,music,Welcome To The Jungle,Welcome To The Jungle,Lay Lady Lay,Sweet Child O Mine,Mr. Brownstone
189,What is the name of the song which was a #1 hit  on the U.S charts for The Byrds in 1965?,music,Turn! Turn! Turn!,Bus Stop,Tell Her No,Turn! Turn! Turn!,The Theme From A Summer Place
190,Name this song which was a #1 hit on the U.S charts for Otis Redding in 1968?,music,(Sittin On) the Dock of the Bay,(Sittin On) the Dock of the Bay,"Young, Gifted and Black",Ghetto Child,Ode to Billie Joe
191,What song by The Beatles was a #1 hit on the U.S. charts in 1968?,music,Hey Jude,Long And Winding Road,Paperback Writer,Hey Jude,Satisfaction
192,What Simon  Garfunkel song was a #1 hit on the U.S charts in 1966?,music,The Sounds of Silence,The Sounds of Silence,Me and Julio,The Mary Jane Tastes Fine to Me,Cecilia
193,What song was a #1 hit on the U.S charts  for The Doors in 1967?,music,Light My Fire,Light My Fire,People Are Strange,The Unknown Soldier,"Hello, I Love You"
194,What song by The Fifth Dimension topped the U.S charts in 1969?,music,Aquarius/ Let the Sun Shine in,Aquarius/ Let the Sun Shine in,One Less Bell to Answer,Woodstock,The Lion Sleeps Tonight
195,What is the name of The Rolling Stones song which was a #1 hit  on the U. S charts in 1969?,music,Honky Tonk Woman,( I Cant Get No) Satisfaction,Honky Tonk Woman,Ruby Tuesday,Paint It Black
196,What is the name of the song recorded by Del Shannon which was a # 1 hit on the U.S charts in 1961?,music,Runaway,Run Around Sue,Running Bear,The Book Of Love,Runaway
197,What song performed by Simon  Garfunkel was a #1 hit on the U. S charts in 1968?,music,Mrs. Robinson,"Sugar, Sugar",Mrs. Robinson,The Sounds Of Silence,Morning Has Broken
198,What song by Little Eva was a #1 song on the U. S charts in 1962?,music,The Loco-Motion,Rockin Robin,The Loco-Motion,Its My Party,Set Me Free
199,"Stand up little girl
Show me what hes done to you",music,To Be With You,Patience,Ill Be There For You,To Be With You,Dream On
200,"And you should have been gone
Knowing how I made you feel",music,Oh Sherry,Love Bites,Unwell,Oh Sherry,Dont Know What You Got (Till Its Gone)
201,"So I hear you found somebody new
And that I never meant that much to you
To hear that tears me up inside
And to see you cuts me like a knife",music,Every Rose Has Its Thorn,Every Rose Has Its Thorn,More Than Words,Is This Love,Only God Knows Why
202,"Ill be there till the stars dont shine
Till the heavens burst and the words dont rhyme",music,Always,Always,When Its Love,I Dont Want To Miss a Thing,Time after Time
203,"Shed a tear cause Im missing you
But Im still alright to smile",music,Patience,I Miss You,Patience,Waiting for a Girl Like You,Dont Know What You Got (Till Its Gone)
204,"Dont know what Im gonna do
About this feeling inside",music,Angel,Is This Love,Angel,To Be With You,Tangled Up In You
205,"I dont wanna touch you too much baby
Cause making love to you might drive me crazy",music,Love Bites,Oh Sherry,Bed of Roses,Love Bites,Feel Like Making Love
206,"Then you wouldnt have to say
That you loved me
Cause Id already know",music,More Than Words,Unwell,Always,Cant Fight This Feeling,More Than Words
207,"Everybodys lookin for somethin
Somethin to fill in the holes",music,When Its Love,November Rain,Ill Be There For You,Angel,When Its Love
208,"This heart of mine has been hurt before
This time I wanna be sure",music,Waiting for a Girl Like You,Patience,Waiting for a Girl Like You,Unwell,Every Rose Has Its Thorn
209,"Which musician, best known as lead singer of The Four Seasons, has guest starred on the hit series The Sopranos?",music,Frankie Valli,Paul Simon,Frankie Avalon,Frankie Valli,Frank Sinatra Jr.
210,"This girl group, formed in New Jersey in 1958, became famous with hits such as Will You Love Me Tomorrow, Dedicated to the One I Love, and Mama Said.",music,The Shirelles,The Crystals,The Shirelles,The Ronettes,The Chiffons
211,"This musical group, created to be the stars of an American television series of the same name, recorded the hit Im a Believer.",music,The Monkees,The Monkees,Simon and Garfunkel,The Supremes,The Beach Boys
212,The Sounds of Silence was a major hit for which duo?,music,Simon and Garfunkel,Marvin Gaye and Tammi Terrell,Simon and Garfunkel,Ike and Tina Turner,Jan and Dean
213,"This singer recorded the songs Only The Lonely, Oh, Pretty Woman, and Crying, which were inducted in the Grammy Hall of Fame.",music,Roy Orbison,Marvin Gaye,Otis Redding,Roy Orbison,Johnny Rivers
214,"Which was one of the most successful folk-singing groups of the 1960s, inducted into the Vocal Group Hall of Fame in 1999?",music,"Peter, Paul and Mary","Peter, Paul and Mary",Paul Revere and the Raiders,The Supremes,Simon and Garfunkel
215,"This pop-rock singer started performing at the age of 12 and by the time he reached 19, he had a million seller with Hanky Panky.",music,Tommy James,Gene Pitney,Tommy James,Smokey Robinson,Stevie Wonder
216,This 80s German born one-hit wonder struck gold in 1984 with the smash hit song 99 Luft Balloons.,music,Nena,Lena,Poco,Ziggy,Nena
217,This female singer loved you for your Pink Cadillac in 1988.,music,Natalie Cole,Sarah Vaughn,Aretha Franklin,Patti LaBelle,Natalie Cole
218,This superstar who dominated the 80s wanted to Dress You up and Live to Tell about it.,music,Madonna,Cyndi Lauper,Madonna,Cher,Tina Turner
219,This female singer had a #1 hit with her group The Blackhearts in 1982. The name of the song was I Love Rock N Roll.,music,Joan Jett,Joan Jett,El DeBarge,Bonnie Tyler,Lita Ford
220,"This 80s music legend was born in Brooklyn, New York and had several top 10 hits in the 70s. Her hit Shadows of the Night reached # 13 on the U.S. charts in 1982.",music,Pat Benatar,Pat Benatar,Bonnie Tyler,Joan Jett,Patty Smith
221,"This female singer was pretty much down and out on her luck due to poor album sales in the 1970s. She had a resurgence in 1989,  just in a Nick of Time. In 1991 she had a smash hit song (#5 in the U.S. ) called Something to Talk About.",music,Bonnie Raitt,Whitney Houston,Bonnie Raitt,Cyndi Lauper,Bonnie Bramlett
222,This female singer burst onto the scene in 1988 with her smash hit Fast Car (#6 in the U.S. ).,music,Tracy Chapman,Edie Brickell,Natalie Merchant,Paula Abdul,Tracy Chapman
223,This female Cuban-born singer was the lead singer for a band out of the Miami area. She burst onto the scene in 1985 with the smash hit single Conga ( #10 in the U.S.). What is the name of this Latin Queen of Pop?,music,Gloria Estefan,Vanessa Del Rio,Jennifer Lopez,Gloria Estefan,Selena
224,What year were The Beatles formed?,music,1959,1958,1963,1962,1959
225,Who was the original drummer of the popular rock group The Beatles?,music,Pete Best,Pete Best,Stu Sutcliffe,Ringo Starr,John Densmore
226,What was the last # 1song by The Beatles to hit the U.S charts?,music,Long And Winding Road,Hey Jude,Get Back,Long And Winding Road,Ticket To Ride
227,Who was the first member of The Beatles to wear his hair in the long shaggy style that came to be known as The Beatle Haircut?,music,Stu Sutcliffe,John Lennon,George Harrison,Paul McCartney,Stu Sutcliffe
228,"In 1965, The Beatles performed in New York City, at what venue?",music,Shea Stadium,The Beacon Theatre,Yankee Stadium,Madison Square Garden,Shea Stadium
230,What was John Lennons middle name at birth?,music,Winston,Winston,Walter,William,Oliver
231,What was the name of the first Beatles movie?,music,A Hard Days Night,Yesterday,A Hard Days Night,Sgt. Peppers Lonely Hearts Club Band,Help!
232,"What was the name of the first  American television show, on which the popular rock group The Beatles appeared?",music,The Ed Sullivan Show,The Ed Sullivan Show,The Tonight Show,The Milton Berle Show,The Howdy Doody Show
233,Who was the manager of the popular rock group The Beatles?,music,Brian Epstein,Berry Gordy,Brian Epstein,Phil Spector,Peter Grant
234,What album by The Beatles includes the songs Come Together and Maxwells Silver Hammer?,music,Abbey Road,Let It Be,Meet The Beatles,Abbey Road,The White Album
235,"On April 10th 1970, which member of The Beatles publicly announced the breakup of the band?",music,Paul McCartney,John Lennon,Paul McCartney,Ringo Starr,Yoko Ono
236,"What country music singer recorded the 45rpm single, Young Love 1956?",music,Sonny James,Sonny James,Marty Robbins,Elvis Presley,Patsy Cline
237,"What country music singer performed the breakthrough hit, Walkin after Midnight in 1957?",music,Patsy Cline,Patsy Cline,Conway Twitty,Patti Page,Sonny James
238,He scored an unexpected hit on the charts in 1955 with his version of Merle Travis Sixteen Tons.,music,Tennessee Ernie Ford,Tennessee Ernie Ford,Conway Twitty,Hank Williams,Stonewall Jackson
239,"Who recorded the song, I Walk The Line in 1955, which tells the story of the singer, staying faithful to his wife while on the road.",music,Johnny Cash,Johnny Cash,Hank Williams,Patsy Cline,Ray Price
240,"What country musician sang the song, Waterloo in the 1950s?",music,Stonewall Jackson,Stonewall Jackson,Dolly Parton,Loretta Lynn,Jimmie Rodgers
241,"What influential country musician performed the number one single, Hey Good-Looking in the 1950s?",music,"Hank Williams, Sr.",Tennessee Ernie Ford,Elvis Presley,Conway Twitty,"Hank Williams, Sr."
242,"What American country singer, known for his distinctive voice sang White Lightning in the 1950s?",music,George Jones,Hank Williams,Marty Robbins,George Jones,Webb Pierce
243,"What musician recorded the song, Heartbreak Hotel in January, 1956?",music,Elvis Presley,Jerry Lee Lewis,Elvis Presley,Hank Williams,Ray Price
244,"What singer recorded Otis Blackwells song, Dont Be Cruel in 1956?",music,Elvis Presley,Johnny Horton,Elvis Presley,Ray Price,Johnny Cash
245,"What American country musician recorded It Wasnt God Who Made Honky Tonk Angels in 1952, after switching to The Supreme Record Company, Decca Records?",music,Kitty Wells,The Browns,Patsy Cline,Kitty Wells,Patti Page
246,"When Im feeling blue, all I have to do
Is take a look at you, then Im not so blue",music,A Groovy Kind of Love,Better Man,Blame it on Your Heart,A Thousand Miles,A Groovy Kind of Love
247,"Sometimes I think that a true love can never be
I just believe that somehow it wasnt meant for me",music,Aint it Funny,Bring it All to Me,And I Love You So,Aint it Funny,Always and Forever
248,"I need some love like I never needed love before
(Wanna make love to ya baby)",music,2 Become 1,Accidentally in Love,2 Become 1,A Promise I Make,Again
249,"I was afraid to let you in here
Now I have learned love cant be made in fear",music,Falling into You,Feel Like Making Love,Piece of My heart,Please Dont Stop Loving Me,Falling into You
250,"To really love a woman
To understand her
You gotta know her deep inside",music,Have You Ever Loved a Woman?,Heaven in Your Eyes,Hold Me in Your Arms,Have You Ever Been in Love?,Have You Ever Loved a Woman?
251,"Ill be there for you, these five words I swear to you
When you breathe, I wanna be the air for you
Ill be there for you",music,Ill be there for you,Im Your Angel,Ill be there for you,Im a Slave for You,I Knew I Loved You
252,"If I should stay,
I would only be in your way.
So Ill go, but I know
Ill think of you evry step of the way",music,I Will Always Love You,I Will Always Love You,I Will Remember You,I Will Follow Him,I Will Be There
253,"Whatll you do when you get lonely
And nobodys waiting by your side?
Youve been running and hiding much too long.
You know its just your foolish pride",music,Layla,My Baby You,Layla,Maria,My All
254,"One Love, One Heart
Lets get together and feel all right",music,One Love,One Last Cry,One Love,One Night,One Heart
255,"When I was young
I never needed anyone
And making love was just for fun",music,All By Myself,Back to You,Because I Love You,Beautiful,All By Myself
256,This Canadian singing sensation from the 90s had a # 1 hit in the United States with The Power of Love.,music,Celine Dion,Lisa Loeb,Celine Dion,Alanis Morrissette,Alannah Miles
257,"This superstar singer wowed us in 1990 with her smash hit, Vision of Love.",music,Mariah Carey,Queen Latifah,Maria H. Carrey,Geri Haliwell,Mariah Carey
258,"In 1996, this super talented female singer had a #1 hit in the United States with Youre Makin Me High.",music,Toni Braxton,Melissa Ethridge,Whitney Houston,Courtney Love,Toni Braxton
