,question,category,answer,choices__001,choices__002,choices__003,choices__004
1162,"Finish this old phrase:\nWhen you call a dog, he comes right over to you. When you call a cat, she________________.",animals,takes a message,climbs the curtains,takes a message,thinks its dinner time,runs away from you
1163,On what continent can aardvarks be found?,animals,Africa,Africa,Asia,South America,Australia
1165,What is the scientific name for an aardvark?,animals,Orycteropus afer,Troglodytes pan,Orycteropus afer,Loxodonta aficanus,Muscous domesticus
1166,Aardvark is a word coming from the Afrikaans/Dutch that literally translates as what?,animals,Earth Pig,Long Nose,Ant Eater,Pig Like,Earth Pig
1167,How many young can an adult aardvark have at one time?,animals,only 1,6,up to one dozen,only 1,3
1168,What is the gestation period for an aardvark?,animals,7 months,1 full year,9 months,3 months,7 months
1171,Which one of these statements about aardvarks is false?,animals,Aardvarks only eat termites.,Aardvarks are hunted for meat.,Aardvarks are color blind.,Aardvarks are nocturnal.,Aardvarks only eat termites.
1172,What color was the aardvark from the Pink Panther cartoon?,animals,Blue,Red,Blue,Pink,Gray
1173,What is the gestation period of a dolphin?,animals,Varies by species,Varies by species,16 months,9 months,12 months
1175,Which of these is NOT a species of dolphin?,animals,Eastern Dolphin,Eastern Dolphin,Orca,Pilot whale,False Killer Whale
1177,What year was named by the United Nations as the Year of the Dolphin?,animals,2007,1985,2007,2000,1999
1178,"Approximately, how many species of dolphins exist?",animals,40,20,40,30,12
1180,Where in the world can you find the dolphin known as the Boto?,animals,South America,Asia,Australia,South America,North America
1181,What is the scientific name of the Common Raccoon?,animals,Procyon lotor,Procyon cancrivorus,Procyon nelus,Procyon lotor,Procyon insularis
1182,Which of these in NOT a species of raccoon?,animals,Tree Raccoon,Common Raccoon,Tree Raccoon,Tres Marias Raccoon,Crab Eating Raccoon
1186,How many young can an adult badger have at one time?,animals,1-5,1-8,just 1,1-5,1-2
1189,Which of these is not a part of the badgers diet?,animals,Insects,Insects,Birds,Ground squirrels,Rattlesnakes
1193,Which of the following octopuses could most easily kill a human?,animals,The Blue Ringed Octopus,The Common Octopus,The Blue Ringed Octopus,The Giant Pacific Octopus,Seven Armed Octopus
1194,How many hearts do most octopi have?,animals,3,2,1,3,0
1195,Which of the following best defines the octopus related word midden?,animals,a pile of shells,a pile of shells,a burrow in the sand used as a den,a hole in the rock face or corral used as a den,a chemical in the ink sprayed from an octopus siphon
1198,Which of the following is the name for an octopuss tongue?,animals,Radula,Siphon,Hemetoy,Mantle,Radula
1199,Octopuses have excellent vision. Which of the following statements about an octopuss vision is NOT true?,animals,They can see in color.,They can see well at night.,They can see in depth.,They can make out size and shape very well.,They can see in color.
1200,Which of the following octopi has the scientific name Enteroctopus Dofleini?,animals,Giant Pacific Octopus,None of these,Giant Pacific Octopus,Common Octopus,Blue Ringed Octopus
1201,Which of the following words is NOT related to the octopus?,animals,Tentacles,Chemoreceptors,Chromatophores,Ambush,Tentacles
1203,How much could a full-grown Smilodon weigh?,animals,450 lbs.,525 lbs.,350 lbs.,450 lbs.,400 lbs.
1205,Which species of Smilodon was the largest?,animals,Smilodon populator,Smilodon fatalis,Smilodon populator,Smilodon locor,Smilodon gracilis
1206,Approximately how long ago did Smilodon become extinct?,animals,"10,000 years","5,000 years","20,000 years","10,000 years","15,000 years"
1208,What king of habitat do Tomato Frogs live in?,animals,"in marshes, shallow pools, flooded meadows, and wetlands",in the snowy mountain tops,"in marshes, shallow pools, flooded meadows, and wetlands",in dessert areas that are very arid and dry,in the salty ocean
1209,Tomato Frogs existence is threatened due to what reason?,animals,Habitat destruction,Habitat destruction,Their legs are used for food in fine dining restaurants.,They are hunted for their oils that are used as a skin moisturizer.,Flooding
1213,"When Tomato Frogs are in captivity at a zoo, what kind of food are they fed?",animals,Vitamin-dusted crickets and mealworms.,"Grass, seaweed, and other vegetation","Small fish, such as minnows and guppies",Vitamin-dusted crickets and mealworms.,The same food they would eat in the wild
1220,"Manatees are found more commonly in Caribbean, Mexico, and Florida waters. Why?",animals,The water is warm.,The water is cool.,There is a better food variety.,The water is warm.,The water is salty.
1221,Which of these do manatees use to communicate with their calves and other manatees?,animals,All of these,Sounds,All of these,Touch,Movement
1222,Due to the presence of a specific protein in the blood plasma octopuses have this unusual blood color.,animals,Blue,Blue,Black,Bright green,Fluorescent pink
1223,Some animals have an inborn instinct to swallow gastroliths in order to improve the breaking down of food inside their stomachs. What kind of objects are gastroliths?,animals,Rocks,Rocks,Plants that are rich in digestive enzymes,Insects,Excrements
1224,"Parthenogenesis (from Greek - virgin creation), an asexual way of reproduction without the need of fertilization, occurs naturally in these animals.",animals,All of these,All of these,Birds,Reptiles,Fish
1225,Which of  the following statements is true about mosquitoes?,animals,Only female mosquitoes suck blood.,Only female mosquitoes suck blood.,Only male mosquitoes suck blood.,All mosquitoes on the planet drink blood.,Only baby mosquitoes drink blood.
1226,What kind of respiratory organs do lungfish have?,animals,They have both lungs and gills.,They have both lungs and gills.,Lungfish do not have any respiratory organs. They absorb oxygen through their skin.,They breathe only with gills.,"They do not have gills, they use their lungs for respiration."
1227,Cockroaches are among the most resilient creatures on our planet. But how long can they survive without air?,animals,45 minutes,60 minutes,45 minutes,10 minutes,2 hours
1228,Human skin has the unique ability to acquire a darker shade when exposed to UV-rays. What animals share this ability with us?,animals,Pigs and hammerhead sharks,Dolphins and seals,Chimpanzees and gorillas,Pigs and hammerhead sharks,All reptiles and anthropoid apes
1229,Koalas almost exclusively feed on this type of food.,animals,Eucalyptus leaves,Bottle tree leaves,Tea tree leaves,Eucalyptus leaves,Bamboo leaves
1230,Which of the following statements is true about snails?,animals,Snails do have tooth-like formations.,None of these,Snails do have tooth-like formations.,Snails do not have any teeth or tooth-like formations.,Snails have real teeth very similar to those of mammals.
1231,Some sharks hardly ever stop swimming during their whole existence. What is the reason for this?,animals,"Some sharks have lost the ability to pump water through their gills, so they need to keep moving in order to stay alive",Some sharks are very desirable hosts for small parasitic creatures. Those sharks are constantly trying to escape from them by incessant swimming.,Sharks are highly anxious and easily agitated animals. They cannot stay in the same place for more than a few seconds.,"Sharks are cold-blooded animals. If they stop moving their body temperature will decrease too much and will cause hypothermia, which can be lethal.","Some sharks have lost the ability to pump water through their gills, so they need to keep moving in order to stay alive"
1232,"The Mimic Leatherjacket, found in the tropical marine waters throughout the Indo-Pacific, mimics which poisonous fish?",animals,Saddled Puffer,Red Bass,Hogfish,Saddled Puffer,Stonefish
1233,"This primitive shark, with a brown thin eel-like body, has six pairs of gill slits and trident-like teeth.",animals,Frilled shark,Frilled shark,Tiger shark,Bull shark,Sharpnose seven-gill shark
1234,"This fish, which resembles the Angel fish, is recognized by its brightly coloured and patterned body, as well as by the dark band across its eyes.",animals,Butterfly fish,Butterfly fish,Purple queen,Cichlid,Clown fish
1235,"The Parrot fish, found in the Atlantic Indian and Pacific Ocean reefs, was given its name for what reason?",animals,Because of its beak-like mouth,Because of the shape of its body,Because it can fly a few metres above water,Because its body is in different flashy colours,Because of its beak-like mouth
1236,"What is the other name of Mola mola, a fish generally considered to be the most massive bony fish in the world?",animals,Ocean Sunfish,Filefish,Ocean Sunfish,Pufferfish,Triggerfish
1237,"When threatened, this fish, also known as balloonfish, increases in size by swallowing water or air.",animals,Porcupinefish,Bowfin,Porcupinefish,Bichir,Oar fish
1238,"The zebrafish (Girella zebra), which can be recognised by its pale body and yellow fins, is endemic to which region?",animals,Australian waters,Amazon River Basin,Australian waters,The Caribbean,Japan waters
1239,"The Flashlight fish, has a light-producing organ, which contains luminescent bacteria. Where is this organ located?",animals,Below the eye of the fish,On the dorsal fin of the fish,Below the eye of the fish,Above the eye of the fish,Between the eyes of the fish
1240,"The catfishes Physailia pellucida and Kryptopterus bicirrhis, found in the mid-waters of Southeast Asia, use what kind of camouflage?",animals,Transparency,Transparency,Change their colour,Mimic algae,Mimic poisonous fish
1243,The Giant Panda and which of the following serve as an Asian countrys national emblem?,animals,The dragon,The dragon,The Golden Lion Tamarin,The Chinese alligator,The South China Tiger
1245,What is the gestation period of the Giant Panda?,animals,95-160 days,40-50 days,60-90 days,90-120 days,95-160 days
1246,This animal is the second most expensive for zoos to maintain after the Giant Panda.,animals,Elephant,Lion,Elephant,Giraffe,Bear
1247,The giant pandas diet is 99% this.,animals,bamboo,bananas,fish,honey,bamboo
1248,"Pandas live in the mountains in the Sichuan, Shaanxi, and Gansu provinces in this country.",animals,China,Mongolia,Thailand,China,Korea
1249,"At birth, pandas weigh about 4 ounces and are the size of a stick of butter. Which of these is NOT true about a newborn panda?",animals,They are grey in color.,They are grey in color.,They nurse up to 14 times a day.,They are hairless.,They are blind.
1252,"Pandas spend 10-16 hours a day eating, the rest of the time they are usually resting. When are pandas most active?",animals,at dusk and at dawn,at dusk and at dawn,between 10am and 2pm,between 2p and 10pm,only at night
1253,"When a panda is born, it is impossible to tell if it is male or female. How old is the panda before its gender is known?",animals,4 years,3 months,1 year,4 years,6 months
1254,Which of these is TRUE about pandas?,animals,They are carnivores.,They belong to the raccoon family.,They are poor climbers.,They were unknown to the Western world until the 1600s.,They are carnivores.
1255,How long does a panda usually live in captivity?,animals,20 - 30 years,10 - 15 years,80 - 90 years,20 - 30 years,55 - 65 years
1256,"The panda is the symbol of this conservation organization, formed in 1961.",animals,The World Wildlife Fund,Leave It Wild,The Conservation Society,The African Conservation Foundation,The World Wildlife Fund
1260,How many stomachs does a starfish have?,animals,2,1,0,2,5
1263,In which country is the Gohongaze Starfish considered an edible delicacy?,animals,Japan,China,Italy,New Zealand,Japan
1267,There are two classes of starfish. Name them.,animals,Sea Star and Brittle Stars,Salt Stars and Fresh Stars,Soft Stars and Hard Stars,Sea Star and Brittle Stars,Common Stars and Rare Stars
1268,Which of these is not a relative of the starfish?,animals,Sea Horse,Sea Urchin,Sea Cucumber,Sand Dollar,Sea Horse
1269,What is located on the end of every arm of a starfish?,animals,Eye,Ear,Whisker,Eye,Mouth
1270,Scorpions are active at night in order to avoid which of their predators?,animals,All of these,Mice,Lizards,All of these,Centipedes
1271,"Raccoons are usually nocturnal animals, and they are famous for dousing their food before eating it. This is actually an activity that imitates foraging for food at shores. What is the term for such an activity?",animals,Vacuum activity,Vacuum activity,Vain activity,All of these,False activity
1272,What sense helps kiwis find food in the dark?,animals,Sense of smell,All of these,Sense of smell,Eyesight,Hearing
1273,"Kakapo is a nocturnal parrot indigenous to New Zealand. Due to its resemblance to this nocturnal animal, it is also called by its name.",animals,Owl,Raccoon,Cat,Rat,Owl
1274,Mink are mainly active at night and they do not hibernate. Which of these animals is a predator of the American Mink?,animals,All of these,All of these,Wolf,Owl,Coyote
1275,What animal is the largest nocturnal prosimian on the planet?,animals,Aye-aye,Gorilla,Mantled Guereza,Aye-aye,Olive Baboon
1276,Catfish are bony fish that are active in the nighttime. How did they get their interesting name?,animals,They have barbels that remind of cat whiskers.,They have barbels that remind of cat whiskers.,They like to rub against objects like cats do.,They have cat eyes.,All of these
1277,Fireflies are known for their ability to produce light of this color.,animals,All of these,Yellow,All of these,Pale red,Green
1278,The Ocelot is a nocturnal cat that is also called by this name in certain regions.,animals,All of these,All of these,McKenneys Wildcat,Jaguarete,Painted Leopard
1279,Tapeti is a nocturnal cottontail rabbit that is indigenous to these areas.,animals,Central and South America,Central and South America,Australia and Tasmania,South Asia,South Africa and Madagascar
1280,What is the average speed dolphins can reach?,animals,16.5 km/hr,25.5 km/hr,14.5 km/hr,16.5 km/hr,38.5 km/hr
1281,How deep can a bottlenose dolphin dive?,animals,300 meters,300 meters,800 meters,1250 meters,700 meters
1282,How many different species of dolphins are there in the world?,animals,32,15,48,32,12
1284,How do dolphins generally sleep if they are in the wild?,animals,with only one brain hemisphere in slow-wave sleep,None of these,like land mammals,They dont sleep at all.,with only one brain hemisphere in slow-wave sleep
1285,Which is the smallest species of dolphin?,animals,Maui Dolphin/Hectors Dolphin,Maui Dolphin/Hectors Dolphin,The Spinner Dolphin,The Pacific White-Sided Dolphin,The Bottlenose Dolphin
1286,Which of these statements is true about squirrels?,animals,All of these,Some squirrel species are omnivorous.,Most squirrels are active in the daytime.,They cannot digest cellulose.,All of these
1287,Which of these statements is true about the tongue of the giraffe?,animals,All of these,The animal uses it as a tool to remove insects from its face.,All of these,It is about 18 inches (45 centimeters) long.,It is tough.
1288,Which of these statements is true about elephants?,animals,They are able to digest 40% of their food.,All of these,Their diet consists of 80% tree leaves.,They are able to digest 40% of their food.,They spend 8-10 hours a day eating.
1289,Which of these statements is true about grasshoppers?,animals,All of these,They have salivary glands.,Their digestive tract secretes digestive enzymes.,They have two antennae on their heads.,All of these
1290,Which of these foods does the Canada goose include in its diet?,animals,All of these,Green vegetation,All of these,Grains,Seaweeds
1291,"Which of these statements is true about the digestive system of the Hoatzin, a herbivorous tropical bird?",animals,It breaks down its food through bacterial fermentation.,All of these,It has teeth that it uses for mastication.,It has four stomachs.,It breaks down its food through bacterial fermentation.
1292,What is the meaning of the term graminivore?,animals,an animal that feeds on grass,an animal that feeds on fruit,an animal that feeds on seaweed,an animal that feeds on grass,an animal that feeds on tree leaves
1293,What kind of herbivorous animals are the granivores?,animals,Animals that feed on seeds,Animals that feed on buds,All of these,Animals that feed on seeds,Animals that feed on fruit
1294,Which of these statements is true about the diet of Green iguanas?,animals,All of these,All of these,Young iguanas are known to eat the feces of mature iguanas.,Wild iguanas sometimes eat bird eggs.,They are primarily herbivorous.
1295,Which of these statements is true about the diet of the Sumatran rhinoceros?,animals,It feeds mainly in the morning and before dusk.,It feeds mainly in the morning and before dusk.,It consumes about 220 lb (100 kg) of food daily.,All of these,Its diet is rich in protein and poor in fiber.
1298,Which of the following statements is not true about the reproduction of jaguars?,animals,Both males and females provide parenting of the cubs.,Jaguars gestation period is 93 - 105 days.,Female jaguars reach maturity earlier than males.,Both males and females provide parenting of the cubs.,Jaguars mate throughout the whole year.
1299,How can jaguars be described in terms of social activity?,animals,Solitary,Solitary,Sociable,Group animals,None of these
1301,All but one of the following activities are generally untypical for jaguars. Choose the one most natural to them.,animals,Stalking and ambushing their prey,Starting to eat their prey from the fleshy abdominal area,Stalking and ambushing their prey,Chasing their prey,Attacking humans
1302,In nature adult jaguars are apex predators in the food chain. What does this mean?,animals,They are not preyed on by other predators.,They are not preyed on by other predators.,They feed only on other predators.,They do not hunt on other predators.,Besides hunting they also feed on plants.
1303,The jaguar is the national animal of which of the following countries?,animals,Brasil,Brasil,Nicaragua,Peru,Costa Rica
1304,Jaguars closely resemble which other big cats in physical appearance?,animals,Leopard,Tiger,Cheetah,Puma,Leopard
1305,Jaguars appearance seems to vary across regions and habitats. How do forest jaguars differ from the jaguars in open areas?,animals,Forest jaguars are generally darker and smaller,Forest jaguars are generally darker and larger,Forest jaguars are generally and more spotted,Forest jaguars are generally darker and smaller,Forest jaguars are generally larger and lighter in fur color
1306,What continent does the large Griffon Vulture inhabit?,animals,All of these,Asia,All of these,Europe,Africa
1307,"What common name is used to refer to the scavenging animals, representatives of the order Opiliones?",animals,Harvestmen,Waterbugs,Sweepers,Bumblebees,Harvestmen
1308,"What is the literal meaning of the word raccoon, which originates from the Algonquin word ahrah-koon-em and denotes a scavenging mammal?",animals,"One who rubs, scrubs and scratches with its hands",One who grasps with their hand just like a human,"One who rubs, scrubs and scratches with its hands",One who eats whatever is in front of them,One who washes their hands and their food before eating
1309,What term is mainly used in literature to refer to a group of crows?,animals,A murder,A mug,A plunder,A gaggle,A murder
1310,What term refers to the animal that is the result of crossbreeding between a male coyote and a female dog?,animals,Coydog,All of these,Coypup,Coydog,Dogote
1311,What do the beetles from the genus Nicrophorus do after finding a carcass?,animals,They bury it.,They remain right next to it and protect it violently.,They bury it.,They wait for it to decompose.,They tear it into small pieces.
1312,What hyena species is the largest surviving on the planet?,animals,Spotted Hyena,Aardwolf,Spotted Hyena,Striped Hyena,Brown Hyena
1313,"What kind of animals are the Yellow jackets, the scavenging and predatory animals belonging to the genera Vespula and Dolichovespula?",animals,Wasps,Flies,Wasps,All of these,Bees
1314,"Lions may be skilled predators, but they would also eat carrion. What animal is the lions preferred food?",animals,Wildebeest,Rhinoceros,Hippopotamus,Elephant,Wildebeest
1315,"Which of these names is commonly used for the carrion flies, belonging to the family Calliphoridae?",animals,All of these,All of these,Greenbottle,Blow-flies,Cluster flies
1316,The diet of most parrots consists of this type of food.,animals,All of these,Buds,Fruit,All of these,Seeds
1317,Which of these statements is true about the parrots breeding habits?,animals,Parrots are monogamous.,None of these,Parrots are polygamous.,Parrots are polyandrous.,Parrots are monogamous.
1318,What is the color of the eggs of all parrot species?,animals,White,White,Green,Multicolored,Blue
1319,Parrots are considered the most intelligent birds on the planet along with these birds.,animals,All of these,Ravens,All of these,Jays,Crows
1320,These parrots are believed to be the best at imitating sounds and human speech.,animals,African Grey Parrot,Lory,Amazon Parrot,Cockatoo,African Grey Parrot
1321,Larger parrot species have longer life spans than smaller ones. What is the average life span of a large parrot?,animals,Up to 80 years,Up to 80 years,20-25 years,Up to 50 years,14-15 years
1322,What is the predominant color in Amazon Parrots plumage?,animals,Green,Yellow,White,Green,Blue
1323,The heaviest parrot species on the planet is the Kakapo. What is the average weight that a normal mature Kakapo can reach?,animals,2 to 4 kg,1.5 to 2 kg,2 to 4 kg,2.5 to 3 kg,2 to 2.5 kg
1324,Which of these makes Cockatoos different from other parrot species?,animals,All of these,They have a gall bladder.,All of these,They are not so colorful as other parrots.,They have a headcrest.
1326,This cat breed has a wild markings and is a crossbreed between an Asian Leopard Cat and a domestic cat.,animals,Bengal,Bengal,Ocicat,Savannah,California Spangled Cat
1327,"This old breed of cat has long fur. It originated in the Middle East, and some of its representatives have a flat face.",animals,Persian,Siamese,Chinchilla,Himalayan,Persian
1328,This hairless cat has a dog-like face and folded ears.,animals,Ukrainian Levkoy,Sphynx,Donskoy,Peterbald,Ukrainian Levkoy
1329,This large cat was is the result of crossbreeding between a domestic cat and a Jungle Cat.,animals,All of these,All of these,Jungle Curl,Chausie,Mountain Cougar
1330,This cat breed originated in Russia and has a short fluffy tail.,animals,Kurilian Bobtail,Kurilian Bobtail,Siberian,Russian Blue,Manx
1331,This cat breed is believed to have developed naturally in China. It has short golden brown fur with the so-called broken striped pattern and a large strong body.,animals,Dragon Li,Dragon Li,Oriental Bicolour,Korat,Cymric
1332,"What cat breed, also called the Greyhound of the cats, has no hair except for down?",animals,Cornish Rex,Don Sphynx,Oriental Bicolour,Cornish Rex,Sokoke
1333,"What cat breed has very thick short fur, large round eyes, round head and chubby cheeks?",animals,British Shorthair,Colorpoint Shorthair,British Shorthair,Selkirk Rex,European Shorthair
1334,"This breed of cat has a round head, large round eyes and very small ears bended forward and downward.",animals,Scottish Fold,American Curl,Scottish Fold,Toyger,Ussuri
1336,What is the name of the communities formed by rabbits living together?,animals,Warrens,Herds,Schools,Flocks,Warrens
1337,Which of these statements is true about the difference between rabbits and hares?,animals,All of these,Hares live above the ground.,All of these,"Unlike rabbits, hares are born with hair and are able to see.",Hares have longer ears than rabbits.
1338,Which of these statements is true about the digestive tract of rabbits?,animals,They are hindgut digesters.,"Their cecum, together with the large intestine, comprises about 25-30% of rabbits digestive tract.",They are hindgut digesters.,All of these,Their cecum is about 5 times bigger than their stomach.
1339,"What is the common name of cecotropes, products of the cecum which rabbits reingest to get nutrients?",animals,Night feces,Rabbit pellets,False feces,All of these,Night feces
1341,Which of these types of food do rabbits prefer to include  in their daily diet?,animals,All of these,Grass,Leafy weeds,Forbs (such as sunflowers),All of these
1342,Which of these statements is true about the behavior of rabbits?,animals,All of these,They are very easily startled.,They run and hide immediately when they feel threatened.,They are always alert.,All of these
1343,What is the name used for young rabbits?,animals,Kittens,Kittens,Fluffles,Puppies,Conies
1344,What are rabbits associated with in Aztec mythology?,animals,All of these,Drunkenness,Parties,All of these,Fertility
1345,What is the place of rabbits in Japanese tradition and mythology?,animals,They are believed to inhabit the Moon.,They are despised as being too timid.,They are believed to inhabit the Moon.,They are considered omnipotent.,Rabbits are not a part of Japanese mythology.
1346,Scorpions are not found naturally in this geographical area.,animals,New Zealand,Australia,Europe,New Zealand,All of these
1347,"What name is used to refer to the scorpion species also known as Omdurman scorpion, and Israeli desert scorpion?",animals,Deathstalker,Bonebreaker,Windchaser,Deathstalker,Nightkiller
1348,Scorpions are known to glow when exposed to this type of light.,animals,Blacklight,All of these,Infrared light,Laser light,Blacklight
1349,"What distinctive anatomical characteristic do the scorpions from the Hemiscorpiidae family possess, which makes them easily recognizable?",animals,Their body is flat and broad.,They have only four legs.,Their sting is intense red,Their body is flat and broad.,All of these
1351,Where does the female scorpion raise its young?,animals,On her back,On her back,In the roots of plants,Under her abdomen,In burrows in the ground
1352,Which of these statements is wrong about the reproduction of scorpions?,animals,All of these,Most scorpions reproduce through parthenogenesis.,All of these,Most scorpion species are hermaphrodites.,Most scorpions reproduce asexually.
1353,What does the diet of scorpions usually consist of?,animals,Insects,Insects,All of these,Worms and maggots,Plant matter
1354,What type of behavior is characteristic of scorpion species?,animals,Photophobic behavior,Photophobic behavior,Hydrophobic behavior,All of these,Phonophobic behavior
1355,Scorpion venom is regarded as a potential source of chemicals that can be used in the treatment of this disease.,animals,All of these,Autoimmune disorders,Cancer,Multiple sclerosis,All of these
1356,"What common name is used to refer to the insects from the subfamily Triatominae, mainly found in the Americas?",animals,Kissing bugs,Kissing bugs,Lollipop bugs,Microphone bugs,Pretty bugs
1357,What is the largest extant butterfly species on the planet?,animals,Queen Alexandras Birdwing,Rajah Brookes Birdwing,Goliath Birdwing,Queen Alexandras Birdwing,Cairns Birdwing
1358,Why were the insects known as snakeflies given this interesting name?,animals,Their body is elongated.,They hiss.,They have a venomous bite.,Their body is elongated.,They have snake skin color patterns on their back.
1359,What distinctive anatomical feature does the beetle species Trogodendron fasciculatum possess?,animals,Bright yellow antennae,Bright yellow antennae,A green W mark on the back,Very large red eyes,Its abdomen is blue
1360,"What does the flamboyant flower beetle, also known as striped love beetle, feed on?",animals,Nectar,Insects,Nectar,Blood,Carrion
1361,"What belief about the European hornet, the largest European eusocial wasp, is widespread among the people who are afraid of it?",animals,"Three stings can kill an adult human, and seven can kill a horse.","If it stings you, youll never have children.","If it stings you on the arm or leg, that limb has to be amputated.","Three stings can kill an adult human, and seven can kill a horse.",Stinging results in deep sleep that you may never wake up from.
1362,"To what geographical area is the Ctenomorphodes chronus, a species of stick insect, endemic?",animals,Australia,All of these,Madagascar,South America,Australia
1363,What kind of substance does the female redeye cicada prefer for laying eggs into?,animals,Plant tissue,Dead animal matter,Animal and human hair,Plant tissue,Living animal organisms
1364,What part of their body do the insects from order Archaeognatha use to spring up into the air?,animals,Tail,Antennae,Front legs,Hind legs,Tail
1365,"What is the literal translation of the Greek word Embioptera, which denotes an order of insects, also known as webspinners?",animals,Lively wings,Small wings,None of these,Yarn knitter,Lively wings
