,question,category,answer,choices__001,choices__002,choices__003,choices__004
200,What famous actress was originally chosen for the role of Roberta Guaspari Demetras for the 1999 movie Music of the Heart? (the role was eventually given to Meryl Streep),celebrities,Madonna,Celine Dion,Cher,Sheryl Crow,Madonna
201,What disease is Meryl Streeps character in the 1998 movie One True Thing diagnosed with?,celebrities,Cancer,Cancer,Diabetes,AIDS,Alzheimers disease
202,What character does Meryl Streep portray in the 2002 movie The Hours?,celebrities,Clarissa Vaughan,Laura Brown,Vanessa Bell,Clarissa Vaughan,Virginia Woolf
203,In what Robert De Niro movie does Meryl Streep play a supporting role as the female character Linda?,celebrities,The Deer Hunter,The Deer Hunter,True Confessions,Angel Heart,Falling in Love
204,"How many Academy Awards did the 1985 movie Out of Africa, starring Meryl Streep and Robert Redford, receive?",celebrities,Seven,Five,Seven,Fifteen,None
205,With whom does Meryl Streeps character Francesca from the movie The Bridges of Madison County fall in love?,celebrities,A photographer,Her brother,A homeless man,A photographer,A construction worker
206,How many children does Meryl Streeps character have in the 2006 comedy-drama The Devil Wears Prada?,celebrities,Twin daughters,Twin daughters,A son,None,Three boys
207,What character did Meryl Streep voice in the 2006 computer-animated movie The Ant Bully?,celebrities,The Queen Ant,The Queen Ant,Doreen Nickle,Kreela,Hova
208,In what movie did Meryl Streep play a Catholic nun called Sister Aloysius?,celebrities,Doubt,Doubt,Death Becomes Her,Dark Matter,A Prairie Home Companion
209,Who is Jack Blacks partner in the duo Tenacious D?,celebrities,Kyle Gas,Jack White,Kyle Gas,Garth Brooks,Kyle Bass
210,"In the movie Tenacious D in The Pick of Destiny, who plays the part of young Jack Blacks father?",celebrities,Meat Loaf,Alice Cooper,Ozzy Osbourne,Gene Simmons,Meat Loaf
212,What is the name of Jack Black and Tanya Hadens first child?,celebrities,Samuel,David,Jonathan,Samuel,Jessica
213,What body organ did Jack Black have removed?,celebrities,Gall Bladder,Pancreas,Spleen,A kidney,Gall Bladder
214,What is the profession of Jack Blacks parents?,celebrities,Rocket scientists,Marine biologist,Journalists,Rocket scientists,Dentists
216,Which of the following movies has Jack Black not played a part in?,celebrities,Powder,Shark Tale,School of Rock,Nacho Libre,Powder
219,When and where was actor Leonard Nimoy born?,celebrities,"26 March 1931 in Boston, Massachusetts","26 March 1934 in Vancover, British Columbia, Canada","26 March 1931 in Boston, Massachusetts","26 March 1935 in Hartford, Connnecticut","26 March 1925 in Toronto, Ottawa, Canada"
221,Leonard Nimoy and fellow Star Trek actor William Shatner suffer from the same ailment. What is it?,celebrities,Tinnitus,Tinnitus,Peripheral neuropathy,Shingles,Diabetes
222,"Mr. (or commonly referred to as Dr.) Spock, portrayed by Leonard Nimoy, puts his fingers into a certain position whenever he says, live long and prosper. Where did he get this gesture from?",celebrities,From his religion,From a signal used by referees in ice hockey,"From a gesture used by his acting teacher meaning, Slow!",From his religion,From the V for the victory signal of WWII
223,"When the Star Trek series ended, what did Leonard Nimoy started doing to support himself?",celebrities,He opened a pet store.,He directed movie trailers.,He opened a pet store.,He became a ghost writer for several off-Broadway plays.,He ghost-wrote several episodes of TJ Hooker and Mission: Impossible.
224,"Who dreamed up the haircut that Leonard Nimoys character on Star Trek, Dr. Spock wore?",celebrities,Nimoys father,Gene Rodenberry,Nimoys father,William Shatner,Norman Lear
225,Which statement about Leonard Nimoy is untrue?,celebrities,Both William Shatner and Leonard Nimoy have been married 4 times.,Leonard Nimoy is the only Star trek cast member to be in every episode.,Leonard Nimoy has an honorary doctorate.,Both William Shatner and Leonard Nimoy have been married 4 times.,Shatner and Nimoy are both vegetarians.
226,For which Rock and Pop band did Leonard Nimoy direct a music video?,celebrities,The Bangles,Bananarama,Blondie,The Beatles,The Bangles
228,In which of these series did Leoanrd Nimoy not appear?,celebrities,American Dad,Mission: Impossible,American Dad,T. J. Hooker,Gunsmoke
229,"In the Star Trek TV series, which actors portrayed Mr. Spocks parents?",celebrities,Jane Wyatt and Mark Leonard,Christopher Plummer and Rosana DeSoto,Ward Bond and Elizabeth Rogers,Kurtwood Smith and Grace Lee Whiteley,Jane Wyatt and Mark Leonard
230,"Finish the chorus of System of a Downs song B.Y.O.B from their album Mezmerize:\nKneeling roses disappearing, Into Mosesâ dry mouth, Breaking into Fort Knox, Stealing our ........",celebrities,Intentions,Intentions,Inventions,Ingredients,Freedom
232,"Shavo Odadjian, famous as the bassist of System of a Down, was born in what year?",celebrities,1974,1972,1976,1974,1970
234,Which song by System of a Down contains the following lines:\nBanana banana banana banana terracotta banana terracotta terracotta pie!\nBanana banana banana banana terracotta banana terracotta terracotta pie!?,celebrities,Vicinity of Obscenity,Shes Like Heroin,B.Y.O. B,Vicinity of Obscenity,Radio/Video
235,"Complete these lyrics from Chop Suey!, the first single from System of a Downs album Toxicity:\nWake up,\nGrab a brush and put a little (makeup),\nGrab a brush and put a little,\nHide the scars to fade away the (shakeup)\nHide the scars to fade away the,\nWhyd you leave the keys upon the table?\nHere you go create another................",celebrities,fable,maple,table,fable,cable
236,"What is the missing word in these lyrics from System of a Downs song Chic N Stu:\nThis ballgames in the refrigerator,\nThe door is closed,\nThe lights are out,\nAnd the butters getting .............?",celebrities,hard,hard,soft,smart,dark
237,Complete the chorus of System of a Downs song This Cocaine Makes Me Feel Like Im On This Song:\nTheres something wrong with me\nTheres something wrong with you\nTheres something wrong with me\nI hope your stepson doesnt eat the fish\nAnd were crying for our next ........,celebrities,Fix,Pics,Mix,Fix,Mixes
238,For what movie did Robin Williams receive his first Academy Award?,celebrities,Good Will Hunting,Dead Poets Society,Good Will Hunting,Moscow on the Hudson,Patch Adams
239,"How does Chris find out that Mrs. Doubtfire is a man in the 1993 movie Mrs. Doubtfire, starring Robin Williams?",celebrities,He catches her urinating upright.,He catches her urinating upright.,He hears her talk on the phone.,He finds photos in her purse.,He sees her dressing up.
240,What popular female singer and actress appeared alongside Robin Williams in the 1996 movie Jack?,celebrities,Jennifer Lopez,Mariah Carey,Madonna,Jennifer Lopez,Beyonce
241,"What was the tagline on the theatrical poster of the 1998 dramedy movie Patch Adams, starring Robin Williams?",celebrities,Laughter is contagious.,Save our souls.,The heart comes first.,Laughter is contagious.,The most precious things are invisible.
242,What is the name of the android portrayed by Robin Williams in the 1999 movie Bicentennial Man?,celebrities,Andrew,Andrew,Partick,Steve,George
243,What character did Robin Williams voice in the 1992 Walt Disney animated movie Aladdin?,celebrities,The Genie,Prince Ali Ababwa,The Genie,Jafar,Iago
244,"What actor was rumored to have been considered for the leading role in the 1989 movie Dead Poets Society, starring Robin Williams?",celebrities,All of these,Bill Murray,Liam Neeson,All of these,Dustin Hoffman
245,What Academy Award-winning actor co-starred with Robin Williams in the 1990 drama movie Awakenings?,celebrities,Robert De Niro,Dustin Hoffman,Christopher Walken,Robert De Niro,Tom Hanks
246,"Why doesnt Kenneth Zevo want his son to inherit his toy factory in the 1992 comedy movie Toys, starring Robin Williams?",celebrities,Because he is immature,Because he spends too much money,Because hes incompetent,Because he has a disease,Because he is immature
247,What character did Robin Williams portray in the 1991 movie Hook?,celebrities,Peter Pan,Tootles,Jack Banning,Peter Pan,Captain Hook
248,When was American actor Adam Sandler born?,celebrities,"September 9th, 1966","September 11th, 1966","September 9th, 1966","November 23,1971","October 5th, 1965"
249,Where was actor Adam Sandler born?,celebrities,"Brooklyn, New York","Boston, Mass","Brooklyn, New York","Chicago, Illinois","New York, New york"
251,In which of these movies did Adam Sandler NOT have a part?,celebrities,Good Luck Chuck,Blossoms And Blood,Good Luck Chuck,The Animal,Coneheads
252,What was the first movie Adam Sandler had a major role in?,celebrities,Billy Madison,The WaterBoy,Billy Madison,8 crazie nights,Big Daddy
256,What country was Heath Ledger born in?,celebrities,Australia,Australia,New Zealand,England,Wales
257,This well known Actor/ Director/ Producer  Icon was the co-star with Heath Ledger in the movie The Patriot.,celebrities,Mel Gibson,James Cann,Mel Gibson,Will Smith,Robert Redford
258,Which of the following names is NOT one of the names used by Heath Ledgers character in the movie A Knights Tale?,celebrities,Wart,William Thatcher,Sir Ulrich von Lichtenstein,Wart,Sir William Thatcher
259,Heath Ledger portrayed Harry Faversham in the 2002 remake of this Classic Film.,celebrities,The Four Feathers,Dial M For Murder,The Four Feathers,Treasure Of The Sierra Madre,Casablanca
260,For which movie was Heath Ledger nominated for an Academy Award for Best Actor?,celebrities,Brokeback Mountain,Brokeback Mountain,10 Things I Hate About You,A Knights Tale,The Patriot
261,"Heath Ledger suffered from this (these) ailments, which may have lead to his death.",celebrities,"Insomnia, Anxiety, Depression","Asthma, Pulmonary Emphysema",Rickets Disease,"Insomnia, Anxiety, Depression","Heart Arrhythmia, Hypertension"
263,Which of these did Heath Ledger NOT accomplish during his lifetime.,celebrities,Golden Globe for Best Actor,Act in a Music Video directed by Terry Gilliam,Golden Globe for Best Actor,Direct Music Videos,Junior Chess Champion
264,This member of the Beat Movement lived briefly with The Grateful Dead and is immortalised in their song Thats It For the Other One.,celebrities,Neal Cassady,Greg Corso,Jack Kerouac,Allen Ginsberg,Neal Cassady
265,How many different musicians played the keyboards as members of The Grateful Dead?,celebrities,6,6,8,4,2
267,"Friend of the Devil, Box of Rain and Attics of My Life are songs by The Grateful Dead, included in which album?",celebrities,American Beauty,Anthem of the Sun,American Beauty,Without a Net,Infrared Roses
268,"The Grateful Deads final concert was on July 9th, 1995, in which city?",celebrities,Chicago,Chicago,New York,Los Angeles,San Francisco
269,"Following Jerry Garcias death in 1995, some of the remaining members of The Grateful Dead occasionally toured under what name?",celebrities,The Other Ones,The Other Ones,The Remaining Ones,The Dead Ones,The Alive
270,Which founding member of The Grateful Dead once dated Janis Joplin?,celebrities,Ron Pigpen McKernan,Ron Pigpen McKernan,Bill Kreutzman,Bob Weir,Jerry Garcia
271,Name the movie for which Albert Finney did NOT receive an Academy Award nomination.,celebrities,Big Fish,Tom Jones,Erin Brockovich,Big Fish,Murder on the Orient Express
272,Albert Finney won an Emmy Award for outstanding actor in a 2002 mini-series for which character?,celebrities,Winston Churchill,Ebenezer Scrooge,Hercule Poirot,Tom Jones,Winston Churchill
273,In what 2000 TV series did Albert Finney play a Cornish country gentlemen looking after his grand nephew?,celebrities,My Uncle Silas,"Uncle, Uncle, Uncle",Tom Jones,My Uncle Silas,Cold Lazarus
275,Which statement regarding actor John Lithgow is correct?,celebrities,"John Arthur Lithgow was born in 1945 in Rochester, New York.","John Arthur Lithgow was born in 1945 in Rochester, New York.","John Allen Lithgow was born in 1943 in  Hartfod, Connecticut.","John Arliss Lithgow was born in 1942 in Shaker Heoghts, Ohio.","John Alfred Lithgow was born in 1944 in Chelmsford, Massachusetts."
278,"In 1979 John Lithgow had a role in a movie about dancers starring Roy Scheider, Jessica Lange, Ann Reinking, Cliff Gorman, Ben Vereen and Max Wright. What was the name of this movie?",celebrities,All That Jazz,Chicago,Meet Me in St. Louis,All That Jazz,Legs Donavan
279,In 1981John Lithgow played a murderer in this John Travolta film.,celebrities,Blow Out,Blow Up,Mr. Nash,Hangman,Blow Out
280,"In 1982 John Lithgow acted in this movie about a womans struggles which starred Jill Clayburgh, Nicol Williamson and Diane Wiest.",celebrities,Im Dancing as Fast as I Can,Im Dancing as Fast as I Can,A Day in My Life,An Unmarried Woman,This is My Life
281,"In 1982 John Lithgow played Robert/Roberta Muldoon, a former All-Pro NFL player who has a sex change operation. What is the name of this movie that starred Robin Williams, Glenn Close and Warren Berlinger?",celebrities,The World According to Garp,The World According to Garp,Patch Adams,Out and In,In and Out
282,"In 1983 John Lithgow played Sam Burns in this chick movie that starred Shirley MacLaine, Debra Winger, Jeff Daniels and Jack Nicholson.",celebrities,Terms of Endearment,Terms of Endearment,Thelma and Louise,White Oleander,Leaves of  Autumn
283,John Lithgow appeared as a  judge in this1998 film starring John Travolta. The film was about the legal implications of the dumping of industrial chemicals.,celebrities,A Civil Action,Love Canal,Corporate Practice,The Rainmaker,A Civil Action
284,In 2001 John Lithgow added his voice to the wonderful Shrek. What character did he voice?,celebrities,Lord Farquaad,Donkey,Lord Farquaad,Monsieur Hood,Shrek
285,How many Oscars did John Lithgow win in the 1980s?,celebrities,0,3,2,1,0
286,What character did John Lithgow portray in NBCs 3rd Rock from the Sun from 1996-2001?,celebrities,"Dr. Dick Solomon, a physics professor","Dr. Dick Solomon, a pediatrician","Dr. Dick Solomon, an anthropology professor","Dr. Stone Phillips, an economics professor","Dr. Dick Solomon, a physics professor"
287,Which of these actors did not have a role in 3rd Rock from the Sun?,celebrities,Chris Penn,Chris Penn,Joseph Gordon-Levitt,Wayne Knight,William Shatner
